*Beijing Dialect*
Wav0484｜DongBei Dialect｜看能不能问出点啥来｜看能问出什么｜"点啥"=些什么（东北话不定指代）
Wav0485｜DongBei Dialect｜我心说｜我心想｜"心说"=心想（东北话心理动词）
Wav0486｜DongBei Dialect｜舒谓｜舒谓｜直接保留人名
Wav0487｜DongBei Dialect｜你可真实在啊｜你也太实在了｜"可...啊"加强语气结构
Wav0488｜DongBei Dialect｜你要是这么去问｜你要这样去问｜"这么"=这样（东北话指代）
Wav0489｜DongBei Dialect｜我保你啥都问不出来｜我保证你啥都问不到｜"保"=保证（动词简写）
Wav0490｜DongBei Dialect｜而且呢还容易挨揍｜而且容易挨打｜"呢"为语气缓冲词
Wav0491｜DongBei Dialect｜谁知道你就干啥的呀｜谁知道你是干嘛的｜"干啥的"=做什么的
Wav0492｜DongBei Dialect｜某些少数民族｜某些少数民族｜"小数"=少数（东北话发音特征）
Wav0493｜DongBei Dialect｜你以为是那么好惹的啊｜你以为好惹啊｜"的啊"双重语气词
Wav0494｜DongBei Dialect｜我这绝对不是贬义啊｜我绝没有贬低意思｜"啊"缓和语气
Wav0495｜DongBei Dialect｜将对于一盘散沙的汉族人｜比起像散沙的汉族｜"将对于"=相较于（东北话比较句式）
Wav0496｜DongBei Dialect｜我真觉得现在啊｜我现在真觉得｜语序倒装+语气词
Wav0497｜DongBei Dialect｜只有那些少数民族还仍然保留着那民族自豪感了｜只有那些少数民族还保留着民族自豪感｜"那"作为强调指示词（非标准量词）
Wav0498｜DongBei Dialect｜我这有一回听那个踢皮球讲故事儿的谁说啊｜我有次听那个说书人讲｜"踢皮球讲故事儿的"=职业描述性复合名词
Wav0499｜DongBei Dialect｜这有一位听友吧｜有位听众朋友｜"吧"为缓和语气词
Wav0500｜DongBei Dialect｜当时去这个火车站门口买了二十斤切糕｜当时在火车站买了20斤切糕｜"这个"作为冗余指示词
Wav0501｜DongBei Dialect｜当时他只是想要一小片啊｜本来只要一小块｜"啊"表意外语气
Wav0502｜DongBei Dialect｜然后发现买了二十斤这钱没带够啊｜结果买了20斤钱不够｜"这"作为连接代词
Wav0503｜DongBei Dialect｜后来呢咱们就问｜后来我们问｜"呢"作为话题标记
Wav0504｜DongBei Dialect｜说后来那卖切糕的怎么处理你的｜那个卖切糕的怎么对他的｜"的"字结构代替"人"
Wav0505｜DongBei Dialect｜结果这听友呢｜结果这位听众｜"呢"作为停顿助词
Wav0506｜DongBei Dialect｜非常轻松的说一句｜很轻松地说｜副词前置强调
Wav0507｜DongBei Dialect｜没啥大事儿｜没什么大不了的｜"事儿"儿化音
Wav0508｜DongBei Dialect｜他让我跪了两个小时就把我给放走了｜让我跪了两小时就放了｜"给"作为被动标记
Wav0509｜DongBei Dialect｜嗯确实很团结吧｜确实很团结｜"嗯"作为话语标记
Wav0510｜DongBei Dialect｜我对王倩他妈说｜我对王倩妈妈说｜"他妈"为口语化亲属称谓
Wav0511｜DongBei Dialect｜姨｜阿姨｜独立称呼语（降辈分亲昵用法）
Wav0512｜DongBei Dialect｜还是我去问吧｜还是我去问｜"吧"表建议语气
Wav0513｜DongBei Dialect｜我知道地下通道呢｜我知道地下通道｜"呢"表强调
Wav0514｜DongBei Dialect｜我说去了｜我去说｜"了"表决定
Wav0515｜DongBei Dialect｜别让那卖刀的误会｜别让卖刀的误会｜"那"为特指
Wav0516｜DongBei Dialect｜他是来找事儿的｜他是来挑事的｜"找事儿"为固定搭配
Wav0517｜DongBei Dialect｜那就不好了｜那就不妙了｜"就"表结果
Wav0518｜DongBei Dialect｜王倩他妈一听｜王倩妈妈听了｜"一听"瞬间动词
Wav0519｜DongBei Dialect｜也对｜说得对｜独立判断短句
Wav0520｜DongBei Dialect｜他爸嘴那么笨｜她爸嘴太笨｜"那么"程度副词
Wav0521｜DongBei Dialect｜这脾气又犟｜脾气还倔｜"这"作为话题标记
Wav0522｜DongBei Dialect｜就真是这刀有问题｜就算刀真有问题｜"就"表假设
Wav0523｜DongBei Dialect｜他爸非得跟人就干起来不可｜他爸肯定跟人打起来｜"非得...不可"固定句式
Wav0524｜DongBei Dialect｜于是就点点头对我说｜于是点头对我说｜"就"表顺承
Wav0525｜DongBei Dialect｜那你去了｜那你去吧｜省略语气词
Wav0526｜DongBei Dialect｜可以好好跟人家说｜要好好跟人说｜"人家"尊称
Wav0527｜DongBei Dialect｜别吵吵儿啊｜别吵闹｜"吵吵儿"儿化动词
Wav0528｜DongBei Dialect｜婉儿很明显｜婉儿显然｜主谓倒装
Wav0529｜DongBei Dialect｜放心不下我｜不放心我｜"不下"否定补语
Wav0530｜DongBei Dialect｜要跟我一起去｜想跟我去｜"要"表意愿
Wav0531｜DongBei Dialect｜我没让｜我没同意｜"让"表允许
Wav0532｜DongBei Dialect｜不是说我怕有什麽事儿啊｜不是我怕出事｜"啊"缓和语气
Wav0533｜DongBei Dialect｜而且呢也没一个必要｜而且没必要｜"呢"话题标记
Wav0534｜DongBei Dialect｜我又不是去干仗去了｜我又不是去打架｜"干仗"方言动词
Wav0535｜DongBei Dialect｜地下通道离婉儿的宿舍并不远｜地下通道离婉儿宿舍很近｜"并不远"双重否定表肯定
Wav0536｜DongBei Dialect｜平时散步不到十分钟就能够到｜平时散步十分钟就能到｜"够到"=到达（东北话结果补语）
Wav0537｜DongBei Dialect｜今天有事儿我得走得快点｜今天有事要走快点｜"事儿"儿化音表事务
Wav0538｜DongBei Dialect｜五六分钟就到了｜五六分钟就能到｜"就"表快速承接
Wav0539｜DongBei Dialect｜那群少数民族还站在那呢｜那些少数民族还在那儿｜"呢"持续状态标记
Wav0540｜DongBei Dialect｜而地上呢还是用红布给铺开｜地上仍铺着红布｜"给"字被动式
Wav0541｜DongBei Dialect｜上面摆放着各种武器｜上面摆着各种武器｜方位词作主语
Wav0542｜DongBei Dialect｜也可以叫做各种公益品｜也可称工艺品｜"公益品"音近"工艺品"
Wav0543｜DongBei Dialect｜或者是管制刀具｜或管制刀具｜法律术语直接引用
Wav0544｜DongBei Dialect｜只不过呢这后一个词不全面｜不过最后说法不准确｜"只不过呢"转折连词
Wav0545｜DongBei Dialect｜因为此刻卖货的人的手里正拿着一把𬭁｜因卖家正拿着砍刀｜"𬭁"方言武器名
Wav0546｜DongBei Dialect｜不去拦路抢劫都他吗屈才了｜不抢劫都屈才｜"他吗"语气插入
Wav0547｜DongBei Dialect｜我装作要买货｜我假装要买东西｜"货"泛指商品
Wav0548｜DongBei Dialect｜左看右看那人也不支声儿｜左右看那人也不吭声｜"支声儿"=出声
Wav0549｜DongBei Dialect｜也不理我自顾自地摆弄者手里的那把𬭁｜不理我只管玩刀｜"摆弄者"=摆弄着
Wav0550｜DongBei Dialect｜我挑了半天｜我挑选很久｜"半天"虚指时间长
Wav0551｜DongBei Dialect｜发现每一把都挺精致的｜发现每把都很精良｜"挺...的"程度结构
Wav0552｜DongBei Dialect｜都要比王倩买回去那个卖相好｜都比王倩买的品相好｜"卖相"=外观品相（方言商业术语）
Wav0553｜DongBei Dialect｜不过话又说回来了｜不过话说回来｜固定转折短语
Wav0554｜DongBei Dialect｜每一把都瞅着华尔不实｜每把都华而不实｜"瞅着"=看起来（东北话视觉动词）
Wav0555｜DongBei Dialect｜这一看呢这钢呢就不如王倩那把｜这钢材不如王倩那把｜双"呢"字停顿强调
Wav0556｜DongBei Dialect｜我不实货但是呢我看刀啊｜"实货"=懂行（方言术语）
Wav0557｜DongBei Dialect｜王倩那把刀的材质呢还真就是比较好的｜王倩那把刀材质确实好｜"还真就是"三重强调
Wav0558｜DongBei Dialect｜我装作没挑到满意的站起来｜我假装不满意起身｜"装作"=假装（方言同义词）
Wav0559｜DongBei Dialect｜那人一见到我站起来｜那人看我站起来｜"一...就"条件句式
Wav0560｜DongBei Dialect｜知道我没有挑选相中的｜知道我没看中｜"相中"=满意（方言动词）
Wav0561｜DongBei Dialect｜就问我想要个什么样儿的｜就问我要什么样的｜"样儿的"=样子的（儿化名词）
Wav0562｜DongBei Dialect｜普通话很生硬｜用生硬的普通话｜"生硬"形容语言不流利
Wav0563｜DongBei Dialect｜我对他说啊想要买一个好钢的｜我说要买把好钢刀｜"啊"作为语气缓冲
Wav0564｜DongBei Dialect｜那人呢只着地下这些说道｜那人指着地上这些说｜"只着"=指着（东北话发音变异）
Wav0565｜DongBei Dialect｜这些都行都是好钢｜这些都算好钢｜"都行"=合格东北话评价标准）
Wav0566｜DongBei Dialect｜都是不修钢的不生锈｜都是不锈钢的防锈｜"不修钢"=不锈钢（音近词误用）
Wav0567｜DongBei Dialect｜我靠那这个不修钢多软呢｜这不锈钢太软了吧｜"我靠"语气词
Wav0568｜DongBei Dialect｜我摇了摇头跟他说｜我摇头对他说｜身体语言描写
Wav0569｜DongBei Dialect｜哎上次我路过你这儿呢｜上次我经过你这儿｜"哎"开启话题
Wav0570｜DongBei Dialect｜看见你这儿摆了一个这个DIY的狗腿子｜看见你这儿有把自制弯刀｜"狗腿子"=尼泊尔弯刀俗称
Wav0571｜DongBei Dialect｜怎么没了呢｜怎么不见了｜"呢"疑问语气
Wav0572｜DongBei Dialect｜那人以后的看了我一眼｜那人疑惑地看我｜"以后的"=疑惑地（方言副词）
Wav0573｜DongBei Dialect｜不知道我说的是什么意思｜不懂我的意思｜"的"字结构
Wav0574｜DongBei Dialect｜那把刀呢只不过是有点类似于狗腿子而已｜that｜knife｜just｜resembled｜a｜kukri｜DET｜NOUN｜ADV｜VERB｜DET｜NOUN｜那把刀只是有点像弯刀｜"而已"限定范围
Wav0575｜DongBei Dialect｜但是呢比狗腿要直而且还要小｜但更直更小｜比较级连用
Wav0576｜DongBei Dialect｜我这么说呢其实就是装大明白｜我这是装懂行｜"大明白"=行家（反讽）
Wav0577｜DongBei Dialect｜我拿手比活了一下｜我用手比划｜"比活"=比划（动作动词）
Wav0578｜DongBei Dialect｜又形容了一下那把刀的样子｜又描述了刀形｜"样子"=外形
Wav0579｜DongBei Dialect｜那人呢总算是想起来了｜那人总算想起来｜"呢"表转折
Wav0580｜DongBei Dialect｜很开心跟我说｜高兴地对我说｜状语前置
Wav0581｜DongBei Dialect｜你说那把刀那把刀那是好钢｜你说那把刀啊那是好钢｜重复强调
Wav0582｜DongBei Dialect｜比这些都好不过就做出来一把就没材料了｜比这些都好但只做了一把｜材料稀缺性
Wav0583｜DongBei Dialect｜而且那把刀的样子不好看｜而且外观不好｜"样子"再出现
Wav0584｜DongBei Dialect｜卖了好久才卖掉我都不想要了｜卖很久差点放弃｜时间强调
Wav0585｜DongBei Dialect｜我装作很惋惜的说道｜我假装惋惜地说｜"装作"再现
Wav0586｜DongBei Dialect｜哎呀我上次没带钱没赶上啊｜唉上次没带钱错过｜"哎呀"感叹
Wav0587｜DongBei Dialect｜这事儿整的｜真遗憾｜"整的"=搞的（方言结果补语）
Wav0588｜DongBei Dialect｜那刀放识货人的眼里确实是一把好刀啊｜行家会认这好刀｜"啊"表肯定
Wav0589｜DongBei Dialect｜那是你自己做的嘛｜是你自己做的吗｜"嘛"求证语气
Wav0590｜DongBei Dialect｜那人摇了摇头不是我做的｜那人摇头说不是｜身体语言否定
Wav0591｜DongBei Dialect｜是我弟弟做着玩的｜我弟弟做着玩的｜"玩"表非专业
Wav0592｜DongBei Dialect｜那那你知道那是什么做的嘛｜那你知道材质吗｜结巴式追问
Wav0593｜DongBei Dialect｜我这一问道｜我这么一问｜"这一"强调动作
Wav0594｜DongBei Dialect｜那人神秘的凑过来｜那人神秘凑近｜"凑过来"空间移动
Wav0595｜DongBei Dialect｜跟我说看你也是识货的｜说你也懂行｜"识货的"东北的专业评价
Wav0596｜DongBei Dialect｜那材料啊是我弟弟在收废品的人收了买下的｜材料是弟弟收废品得的｜"啊"停顿标记
Wav0597｜DongBei Dialect｜你猜那是什么｜猜猜是什么｜设问句式
Wav0598｜DongBei Dialect｜我听说我哪儿知道啊｜"我哪知道"我说道｜反问式否定
Wav0599｜DongBei Dialect｜我实话实说我我我不知道｜老实说我不知道｜结巴式强调
Wav0600｜DongBei Dialect｜那人呢也没指望我能够知道什么｜那人本不指望我知道｜"呢"表承接
Wav0601｜DongBei Dialect｜于是呢他对我说｜于是他对我说｜"呢"作为停顿
Wav0602｜DongBei Dialect｜我弟弟说啊那块废铁啊｜我弟说那块废铁｜双"啊"字缓冲
Wav0603｜DongBei Dialect｜是一块泡断皮啊｜是块泡断皮｜专业术语保留
Wav0604｜DongBei Dialect｜我这脑子嗡了一下子啊｜我脑子嗡的一声｜拟声词活用
Wav0605｜DongBei Dialect｜五雷震山响这五个字｜"五雷震山响"这个词组｜东北文化专有名词
Wav0606｜DongBei Dialect｜一下子就浮现在了我的脑袋里｜突然浮现脑海｜"一下子"瞬时副词
Wav0607｜DongBei Dialect｜真他妈对上了｜真对上了｜粗话加强语气
Wav0608｜DongBei Dialect｜这刀以前还真是会响的｜这刀真能响｜历史追溯
Wav0609｜DongBei Dialect｜而且威力还不小｜而且威力很大｜程度强调
Wav0610｜DongBei Dialect｜难怪那个没脸子会几那么霸气的名字｜难怪叫那个霸名｜"会几"=会有（方言变异）
Wav0611｜DongBei Dialect｜我又闲扯了几句｜我又闲聊几句｜"闲扯"方言动词
Wav0612｜DongBei Dialect｜并且说啊下一次呢要是有这么好的玩意呢｜还说下次有好货｜双"呢"字停顿
Wav0613｜DongBei Dialect｜给我留着给我留着｜保留请求
Wav0614｜DongBei Dialect｜我心里却想啊这么邪性儿的东西｜but｜I｜thought｜this｜creepy｜thing｜CONJ｜PRON｜VERB｜DET｜ADJ｜NOUN｜心里想这邪门玩意｜"邪性儿"程度强化
Wav0615｜DongBei Dialect｜我祝你自己留着玩吧｜你自己留着吧｜反讽式祝福
Wav0616｜DongBei Dialect｜挥手跟那个哥们说拜拜｜挥手告别那人｜"哥们"亲昵称谓
Wav0617｜DongBei Dialect｜那个哥儿们还练练不舍的｜那人还不舍｜"练练"=恋恋（东北方言音变）
Wav0618｜DongBei Dialect｜问我要不要随便挑一把｜问我要不要挑个｜让步式推销
Wav0619｜DongBei Dialect｜我给你打五折得了｜给你五折吧｜"得了"东北话表妥协
Wav0620｜DongBei Dialect｜我回到王倩的寝室｜我回到王倩宿舍｜空间转换
Wav0621｜DongBei Dialect｜看到寝室已经被收拾得干干净净了｜看见房间已打扫干净｜被动式完成态
Wav0622｜DongBei Dialect｜而王倩他爸也坐在了屋里｜她爸也在屋里｜"了"表状态变化
Wav0623｜DongBei Dialect｜那把刀就拿在他的手上｜刀在他手上｜工具化表达
Wav0624｜DongBei Dialect｜看到我回来了张婷婷先开口问我｜张婷婷先问我｜人物动作序列
Wav0625｜DongBei Dialect｜咋样儿啊问着什么了没｜问出什么了吗｜"咋样儿"方言疑问
Wav0626｜DongBei Dialect｜有没有跟人家干起来啊｜没跟人打起来吧｜"干起来"方言冲突动词
Wav0627｜DongBei Dialect｜我笑着说的｜我笑着说｜"的"替代"地"作状语
Wav0628｜DongBei Dialect｜你希望我鼻青脸肿的回来呀｜你想看我挂彩回来｜"鼻青脸肿"四字格
Wav0629｜DongBei Dialect｜我还真就问出事来了｜我真问出东西了｜"还真就"三级强调
Wav0630｜DongBei Dialect｜这一下呢他们都来的精神｜this｜got｜them｜excited｜DET｜VERB｜PRON｜ADJ｜这下他们来劲了｜"来的"=变得（东北状态动词）
Wav0631｜DongBei Dialect｜都说用我让我赶紧说｜都催我快说｜"用我"=让我（使役动词）
Wav0632｜DongBei Dialect｜我从他爸手里拿过的那把刀｜我从她爸手里拿过刀｜"的"字结构修饰
Wav0633｜DongBei Dialect｜放在手里掂量掂量｜在手里掂了掂｜动词重叠表反复
Wav0634｜DongBei Dialect｜说这东西啊｜说这东西｜"啊"提顿语气
Wav0635｜DongBei Dialect｜还真就能够叫我来认识一下啊｜真让我认出来了｜"叫我来"使动结构
Wav0636｜DongBei Dialect｜你们知道这东西啥做的不｜你们知道材质吗｜"啥做的"=什么材质
Wav0637｜DongBei Dialect｜我瞅了一圈｜我环视一圈｜东北话中"瞅"替代"看"
Wav0638｜DongBei Dialect｜对我说的啥废话｜王倩说"少废话"｜直接引语
Wav0639｜DongBei Dialect｜快点儿说就她配合我｜快说她配合我｜"点儿"程度副词
Wav0640｜DongBei Dialect｜哎这东西啊｜哎这东西｜叹词开头
Wav0641｜DongBei Dialect｜成刀之前是一个炮炭皮子｜制刀前是泡炭皮｜专业术语保留
Wav0642｜DongBei Dialect｜说那个卖刀人的地点｜卖刀人说｜"地点"指代"人"
Wav0643｜DongBei Dialect｜从收费品那里淘来的｜从废品站收的｜"收费品"=收废品
Wav0644｜DongBei Dialect｜我一指王倩｜我指向王倩｜动作描写
Wav0645｜DongBei Dialect｜你点儿正｜你运气好｜东北话说的"点儿正"=普通话运气佳的意思
Wav0646｜DongBei Dialect｜卖不出去的玩意儿都让你给买回来了｜把滞销货买回来了｜"给"强调被动
Wav0647｜DongBei Dialect｜王倩没理我｜王倩不理我｜肢体语言
Wav0648｜DongBei Dialect｜对着大婶儿说道｜对大婶说｜"儿"化音称谓
Wav0649｜DongBei Dialect｜这下对上了吧｜这下对上了｜"吧"求证语气
Wav0650｜DongBei Dialect｜你赶紧给我处理了吧｜快处理掉｜"了"完成态
Wav0651｜DongBei Dialect｜大神儿一听呢｜大仙一听｜称谓变异
Wav0652｜DongBei Dialect｜这还真就对上了｜确实对上了｜"还真就"强调
Wav0653｜DongBei Dialect｜也不再坚持她的看法了｜不再坚持己见｜"了"状态变化
Wav0654｜DongBei Dialect｜让王倩他爸去买一个糖磁盆｜让她爸买糖瓷盆｜"糖磁"=搪瓷（音近）
Wav0655｜DongBei Dialect｜买一肯黄植｜买些黄纸｜"肯黄植"=捆黄纸（发音误差）
Wav0656｜DongBei Dialect｜买三尺红布｜买三尺红布｜传统计量单位
Wav0657｜DongBei Dialect｜再买一瓶矿泉水和一瓶高粱酒｜再买矿泉水和高粱酒｜具体物品清单
Wav0658｜DongBei Dialect｜买好之后呢就要处理那清风的真神｜买完就处理那邪祟｜"清风"指鬼魂
Wav0659｜DongBei Dialect｜他爸出去买这些东西的时候啊｜她爸去买时｜"啊"停顿
Wav0660｜DongBei Dialect｜我问那个大神儿｜我问大仙｜称谓重复
Wav0661｜DongBei Dialect｜哎婶啊你说会不会有什么东西了｜婶子还有东西吗｜"了"疑问语气
Wav0662｜DongBei Dialect｜那大婶说道这回没了｜大婶说这次没了｜"这回"=这次
Wav0663｜DongBei Dialect｜啥东西啊都没了｜啥都没了｜"啊"强调
Wav0664｜DongBei Dialect｜我问婉儿那天晚上见鬼的事情｜我问婉儿见鬼的事｜"事情"替代"经历"
Wav0665｜DongBei Dialect｜稍微的修改了一下｜稍作修改｜"的"替代"地"
Wav0666｜DongBei Dialect｜没说的那么恐怖｜没说那么吓人｜否定比较级
Wav0667｜DongBei Dialect｜着重从墙角了一下数量问题｜重点问了数量｜"墙角"应为"强调"
Wav0668｜DongBei Dialect｜根据婉儿后来的回忆那那天晚上地上呢｜据婉儿回忆那晚｜"那那天"重复
Wav0669｜DongBei Dialect｜有三个人在那儿晃悠｜有三个人影｜"晃悠"=徘徊
Wav0670｜DongBei Dialect｜让婉儿送走了一个｜婉儿送走一个｜使动结构
Wav0671｜DongBei Dialect｜让黄金仇吃了一个｜黄金仇吃掉一个｜"吃"特殊用法
Wav0672｜DongBei Dialect｜那应该还有一个才对呀｜应该还剩一个｜"才对呀"反诘
Wav0673｜DongBei Dialect｜也不知道那大婶儿是故意的｜不知大婶是否故意｜"儿"化音
Wav0674｜DongBei Dialect｜还是怎么的一到关键问题呀｜还是怎么的关键时｜"呀"停顿
Wav0675｜DongBei Dialect｜他必然就会打码互演｜她准会糊弄｜"打码互演"=含糊其辞
Wav0676｜DongBei Dialect｜要不是他之前漏那两手呢｜要不是他露过两手｜"漏"=露（发音误差）
Wav0677｜DongBei Dialect｜我真要把他当骗子了｜我就当他是骗子了｜"把"字处置式
Wav0678｜DongBei Dialect｜他只是反反复复的说道｜他只是反复说｜叠词强调
Wav0679｜DongBei Dialect｜可能呢是那个缠上王倩的这个没脸子招过来的｜可能是缠王倩的鬼引来的｜"没脸子"=鬼（方言词）
Wav0680｜DongBei Dialect｜现在这个没脸子已经被处理掉了｜现在那鬼被解决了｜被动表达
Wav0681｜DongBei Dialect｜那两个也就不会来了｜那两个也不会来了｜"也就"表结果
Wav0682｜DongBei Dialect｜我咋咂嘴没出声｜我咂嘴不语｜拟声动作
Wav0683｜DongBei Dialect｜听说不是两个最多还剩一个｜听说不是两个最多一个｜数量修正
Wav0684｜DongBei Dialect｜怕我对他的话产生怀疑还给我举了一个例子｜还举例防我怀疑｜"怕...还"转折结构
Wav0685｜DongBei Dialect｜这没有家鬼哪来的外鬼呀｜无家鬼何来外鬼｜俗语引用
Wav0686｜DongBei Dialect｜我草这恰当吗｜这合适吗｜东北话中粗话表质疑
Wav0687｜DongBei Dialect｜那没脸子就这么生到王倩的那个亲戚了还家鬼｜那鬼缠她亲戚算家鬼？｜"生到"=附身
Wav0688｜DongBei Dialect｜我问大婶儿我说婶儿｜我问大婶｜重复称谓
Wav0689｜DongBei Dialect｜你会不会写符啊｜你能画符吗｜"写符"=画符
Wav0690｜DongBei Dialect｜能不能招一些没脸子符啊｜或招鬼符｜文化中的特殊符咒
Wav0691｜DongBei Dialect｜谁知道呢着大婶摇了摇头｜大婶摇头｜摇摇头（动作）
Wav0692｜DongBei Dialect｜但是压不住这个｜但压不住｜"压"=镇住
Wav0693｜DongBei Dialect｜这人呢要是倒霉的时候火力就会降低呀｜人倒霉时阳气弱｜"火力"=阳气
Wav0694｜DongBei Dialect｜火力太低了啥符都不管用呢｜阳气弱符咒无效｜双重否定
Wav0695｜DongBei Dialect｜我又想起的婉儿的｜我想起婉儿的｜"的"字结构
Wav0696｜DongBei Dialect｜那串儿佛珠｜那串佛珠｜东北话中标志"儿"化音
Wav0697｜DongBei Dialect｜问他那婉儿的佛珠能不能起到辟邪的作用啊｜问佛珠能辟邪吗｜功能询问
Wav0698｜DongBei Dialect｜那大婶点点头肯定的说｜大婶点头肯定地说｜"肯定的"作状语
Wav0699｜DongBei Dialect｜这肯定能呢｜这肯定有用｜"呢"表确信
Wav0700｜DongBei Dialect｜开过光的都有灵性的｜开光物品有灵性｜"的"字结构
Wav0701｜DongBei Dialect｜你不是说是一个老法师送给你的吗｜不是老法师送的吗｜反问确认
Wav0702｜DongBei Dialect｜人家平时修行用的佛珠肯定灵的｜修行用的肯定灵｜所属强调
Wav0703｜DongBei Dialect｜你想办法给补救一下吧｜想办法补救｜"给"强调动作
Wav0704｜DongBei Dialect｜那佛珠啊要是丢了就再去买一个｜佛珠丢了就重买｜"啊"提顿
Wav0705｜DongBei Dialect｜这东西好配然后再拿庙上开一遍光｜好配再开光｜"庙上"=寺庙
Wav0706｜DongBei Dialect｜我又和那大婶儿唠了一些没有用的事儿｜我又闲聊废话｜"唠"=聊
Wav0707｜DongBei Dialect｜快到中午了｜临近中午｜时间描写
Wav0708｜DongBei Dialect｜王倩他爸才把东西买齐｜她爸才买齐｜"把"字句
Wav0709｜DongBei Dialect｜大婶把那把刀用红布包上｜大婶用红布包刀｜处置式
Wav0710｜DongBei Dialect｜然后双手合十念叨几句｜然后合十念咒｜佛教动作，念叨是东北话中的标志方言，普通话中是念咒的意思
Wav0711｜DongBei Dialect｜然后把那黄纸拆开｜再拆开黄纸｜连贯动作
Wav0712｜DongBei Dialect｜铺在盆子底｜铺在盆底｜方位细节
Wav0713｜DongBei Dialect｜把红布包着的刀放在黄纸上面｜放红布包在纸上｜多层处置
Wav0714｜DongBei Dialect｜然后上面再有一层黄纸蒙好｜再盖层黄纸｜"蒙"=盖
Wav0715｜DongBei Dialect｜端着就出去｜端着出去｜省略主语
Wav0716｜DongBei Dialect｜婉儿心眼快一下子就叫出大婶｜婉儿急忙喊住｜"心眼快"=机灵
Wav0717｜DongBei Dialect｜开玩笑要是这么走出去那谁还敢住女生寝室了啊｜开玩笑说这谁敢住｜直接引语
Wav0718｜DongBei Dialect｜得亏王倩他爸啊刚才回来的时候是放在黑色塑料袋里面｜幸亏她爸用黑袋装｜"得亏"=幸好
Wav0719｜DongBei Dialect｜别人只能够看见一个盆子｜外人只看得到盆｜视觉限制
Wav0720｜DongBei Dialect｜没有看见红布和大黄纸要不得下坏了不可｜没看到红布否则吓坏｜假设后果
Wav0721｜DongBei Dialect｜婉儿问大婶儿可不可以用东西把这个盆子给蒙上｜婉儿问能否遮盖｜"给"强调
Wav0722｜DongBei Dialect｜大婶说倒是行不过蒙内东西就不能够带回来了｜大婶说行但得烧掉｜条件限制
Wav0723｜DongBei Dialect｜一会儿得一起烧了｜待会要一起烧｜将来时
Wav0724｜DongBei Dialect｜婉儿掏出那条王倩出事的时候穿过的睡裙｜婉儿拿出那件睡裙｜长定语
Wav0725｜DongBei Dialect｜用他蒙住了盆子｜用它盖住盆｜东北话中工具化表达
Wav0726｜DongBei Dialect｜王岭看到那条睡裙比看到穿过的内裤被我发现都要尴尬｜王岭比被看内裤还尴尬｜比较级夸张
Wav0727｜DongBei Dialect｜脸一下就红了都红到脖子了｜脸瞬间红到脖子｜身体反应描写
Wav0728｜DongBei Dialect｜我低上头没敢看｜我低头不敢看｜"上头"=抬头（反向表达）
Wav0729｜DongBei Dialect｜怕他让他更尴尬｜怕他更尴尬｜双"让"字使动
Wav0730｜DongBei Dialect｜我们一群人就匆匆地走出寝室｜我们悄悄离开宿舍
Wav0731｜DongBei Dialect｜在学校找了一个人少的地方｜在校内找僻静处｜"人少"替代"偏僻"
Wav0732｜DongBei Dialect｜就是学校后面的小树林｜学校后的小树林｜地点具体化
Wav0733｜DongBei Dialect｜这里呢偶尔会有刚处对象的人来这里溜达｜偶尔有情侣来｜"处对象"=谈恋爱
Wav0734｜DongBei Dialect｜不过并不多｜但人不多｜省略主语
Wav0735｜DongBei Dialect｜因为这条道上人少｜因此处人少｜因果逻辑
Wav0736｜DongBei Dialect｜而且呢以前女生还在这里发生过被保研的事情｜曾有女生在此"被保研"｜隐晦表达（性侵委婉语）
Wav0737｜DongBei Dialect｜所以啊平时很少见到人｜所以少有人来｜"啊"表结果
Wav0738｜DongBei Dialect｜大婶找了一个宽敞的地方｜大婶选了开阔处｜仪式空间选择
Wav0739｜DongBei Dialect｜把上面盖着的黄紙拿起来｜掀开盖着的黄纸｜"把"字处置式
Wav0740｜DongBei Dialect｜两张铺在地上｜两张纸铺地｜数量词前置
Wav0741｜DongBei Dialect｜把盆子放在上面｜盆子放上面｜方位简写
Wav0742｜DongBei Dialect｜然后又把那瓶子的散酒打开｜接着开酒瓶｜"散酒"=散装酒
Wav0743｜DongBei Dialect｜我们都没想到他拧开装散酒的矿泉水瓶子自己先喝了一大口｜没想到她先喝一口
Wav0744｜DongBei Dialect｜然后开始哈哈大笑｜接着狂笑｜"哈哈"拟声
Wav0745｜DongBei Dialect｜笑的让人毛骨悚然｜笑得瘆人｜"毛骨悚然"四字格
Wav0746｜DongBei Dialect｜大婶把我们都笑毛了｜笑得我们发毛｜"毛"=害怕
Wav0747｜DongBei Dialect｜才停下开口说到｜才停口说道｜动作连贯
Wav0748｜DongBei Dialect｜我我是报马黄班班大教主叫我来放火雷｜自称黄班班奉令放火雷｜神职身份宣告
Wav0749｜DongBei Dialect｜说完就掏出了打火机｜说完掏出火机｜动作衔接
Wav0750｜DongBei Dialect｜把盆子里面的黄紙捡着了呼的一下子火苗就窜得老高｜点燃黄纸火焰窜高｜"呼"拟声
Wav0751｜DongBei Dialect｜比那张收拾糊膜稍微容易的多｜比烧睡裙容易｜比较结构
Wav0752｜DongBei Dialect｜黄班班也就是大婶儿把那剩下的酒全部都交代尽快细灭的火苗上｜黄班班倾酒灭火｜东北话中"交代"=普通话倾倒（误用）
